Date,Name of State / UT,Total Confirmed cases,Death,Cured/Discharged/Migrated,New cases,New deaths,New recovered
17-06-2020,Punjab,3371,72,2461,104,1,18
17-06-2020,Rajasthan,13216,308,9849,235,7,64
17-06-2020,Sikkim,70,0,4,2,0,0
17-06-2020,Tamil Nadu,48019,528,26782,1515,49,1438
17-06-2020,Telangana,5406,191,3027,213,4,261
17-06-2020,Tripura,1092,1,433,6,0,0
17-06-2020,Uttar Pradesh,14091,417,8610,476,18,342
17-06-2020,Uttarakhand,1942,25,1216,97,1,27
17-06-2020,West Bengal,11909,495,6028,415,10,534
17-06-2020,,345792,11903,186935,10385,2003,6922
18-06-2020,Andaman and Nicobar Islands,44,0,33,0,0,0
18-06-2020,Andhra Pradesh,7071,90,3641,230,2,132
18-06-2020,Arunachal Pradesh,99,0,7,4,0,0
18-06-2020,Assam,4605,8,2642,286,0,476
18-06-2020,Bihar,6942,44,4926,164,3,282
18-06-2020,Chandigarh,368,6,303,10,0,1
18-06-2020,Chhattisgarh,1864,10,1180,83,1,144
18-06-2020,Dadra and Nagar Haveli and Daman and Diu,57,0,12,12,0,3
18-06-2020,Delhi,47102,1904,17457,2414,67,957
18-06-2020,Goa,656,0,96,27,0,11
18-06-2020,Gujarat,25093,1560,17430,516,27,348
18-06-2020,Haryana,8832,130,3952,560,12,204
18-06-2020,Himachal Pradesh,569,8,372,9,0,0
18-06-2020,Jammu and Kashmir,5406,65,2914,108,2,133
18-06-2020,Jharkhand,1895,10,1151,56,1,30
18-06-2020,Karnataka,7734,102,4804,204,8,348
18-06-2020,Kerala,2697,20,1326,75,0,90
18-06-2020,Ladakh,687,1,92,38,0,7
18-06-2020,Madhya Pradesh,11244,482,8388,161,6,236
18-06-2020,Maharashtra,116752,5651,59166,3307,114,1315
18-06-2020,Manipur,552,0,192,52,0,33
18-06-2020,Meghalaya,44,1,30,0,0,5
18-06-2020,Mizoram,121,0,1,0,0,0
18-06-2020,Nagaland,193,0,103,14,0,11
18-06-2020,Odisha,4338,11,3047,175,0,73
18-06-2020,Puducherry,245,7,109,29,1,10
18-06-2020,Punjab,3497,78,2538,126,6,77
18-06-2020,Rajasthan,13542,313,10467,326,5,618
18-06-2020,Sikkim,70,0,4,0,0,0
18-06-2020,Tamil Nadu,50193,576,27624,2174,48,842
18-06-2020,Telangana,5675,192,3071,269,1,44
18-06-2020,Tripura,1135,1,556,43,0,123
18-06-2020,Uttar Pradesh,14598,435,8904,507,18,294
18-06-2020,Uttarakhand,2023,26,1254,81,1,38
18-06-2020,West Bengal,12300,506,6533,391,11,505
18-06-2020,,358243,12237,194325,12451,334,7390
19-06-2020,Andaman and Nicobar Islands,44,0,33,0,0,0
19-06-2020,Andhra Pradesh,7518,92,3789,447,2,148
19-06-2020,Arunachal Pradesh,103,0,10,4,0,3
19-06-2020,Assam,4777,9,2654,172,1,12
19-06-2020,Bihar,7025,44,5056,83,0,130
19-06-2020,Chandigarh,374,6,306,6,0,3
19-06-2020,Chhattisgarh,1946,10,1228,82,0,48
19-06-2020,Dadra and Nagar Haveli and Daman and Diu,58,0,13,1,0,1
19-06-2020,Delhi,49979,1969,21341,2877,65,3884
19-06-2020,Goa,705,0,109,49,0,13
19-06-2020,Gujarat,25601,1591,17819,508,31,389
19-06-2020,Haryana,9218,134,4556,386,4,604
19-06-2020,Himachal Pradesh,595,8,382,26,0,10
19-06-2020,Jammu and Kashmir,5555,71,3144,149,6,230
19-06-2020,Jharkhand,1920,11,1198,25,1,47
19-06-2020,Karnataka,7944,114,4983,210,12,179
19-06-2020,Kerala,2794,21,1415,97,1,89
19-06-2020,Ladakh,687,1,95,0,0,3
19-06-2020,Madhya Pradesh,11426,486,8632,182,4,244
19-06-2020,Maharashtra,120504,5751,60838,3752,100,1672
19-06-2020,Manipur,606,0,199,54,0,7
19-06-2020,Meghalaya,44,1,30,0,0,0
19-06-2020,Mizoram,130,0,1,9,0,0
19-06-2020,Nagaland,193,0,103,0,0,0
19-06-2020,Odisha,4512,11,3144,174,0,97
19-06-2020,Puducherry,271,7,109,26,0,0
19-06-2020,Punjab,3615,83,2570,118,5,32
19-06-2020,Rajasthan,13857,323,10742,315,10,275
19-06-2020,Sikkim,70,0,5,0,0,1
19-06-2020,Tamil Nadu,52334,625,28641,2141,49,1017
19-06-2020,Telangana,6027,195,3301,352,3,230
19-06-2020,Tripura,1155,1,639,20,0,83
19-06-2020,Uttar Pradesh,15181,465,9239,583,30,335
19-06-2020,Uttarakhand,2102,26,1386,79,0,132
19-06-2020,West Bengal,12735,518,7001,435,12,468
19-06-2020,,371605,12573,204711,13362,336,10386
20-06-2020,Andaman and Nicobar Islands,45,0,35,1,0,2
20-06-2020,Andhra Pradesh,7961,96,3917,443,4,128
20-06-2020,Arunachal Pradesh,103,0,11,0,0,1
20-06-2020,Assam,4904,9,3039,127,0,385
20-06-2020,Bihar,7181,50,5098,156,6,42
20-06-2020,Chandigarh,381,6,315,7,0,9
20-06-2020,Chhattisgarh,2028,10,1331,82,0,103
20-06-2020,Dadra and Nagar Haveli and Daman and Diu,62,0,14,4,0,1
20-06-2020,Delhi,53116,2035,23569,3137,66,2228
20-06-2020,Goa,725,0,118,20,0,9
20-06-2020,Gujarat,26141,1618,18159,540,27,340
20-06-2020,Haryana,9743,144,4889,525,10,333
20-06-2020,Himachal Pradesh,619,8,388,24,0,6
20-06-2020,Jammu and Kashmir,5680,75,3194,125,4,50
20-06-2020,Jharkhand,1965,11,1332,45,0,134
20-06-2020,Karnataka,8281,124,5210,337,10,227
20-06-2020,Kerala,2912,21,1511,118,0,96
20-06-2020,Ladakh,744,1,95,57,0,0
20-06-2020,Madhya Pradesh,11582,495,8748,156,9,116
20-06-2020,Maharashtra,124331,5893,62773,3827,142,1935
20-06-2020,Manipur,681,0,218,75,0,19
20-06-2020,Meghalaya,44,1,33,0,0,3
20-06-2020,Mizoram,130,0,1,0,0,0
20-06-2020,Nagaland,198,0,125,5,0,22
20-06-2020,Odisha,4677,11,3297,165,0,153
20-06-2020,Puducherry,286,7,118,15,0,9
20-06-2020,Punjab,3832,92,2636,217,9,66
20-06-2020,Rajasthan,14156,333,10997,299,10,255
20-06-2020,Sikkim,70,0,5,0,0,0
20-06-2020,Tamil Nadu,54449,666,30271,2115,41,1630
20-06-2020,Telangana,6526,198,3353,499,3,52
20-06-2020,Tripura,1178,1,657,23,0,18
20-06-2020,Uttar Pradesh,15785,488,9638,604,23,399
20-06-2020,Uttarakhand,2177,26,1433,75,0,47
20-06-2020,West Bengal,13090,529,7303,355,11,302
20-06-2020,,385783,12948,213831,14178,375,9120
21-06-2020,Andaman and Nicobar Islands,47,0,36,2,0,1
21-06-2020,Andhra Pradesh,8452,101,4111,491,5,194
21-06-2020,Arunachal Pradesh,135,0,14,32,0,3
21-06-2020,Assam,4904,9,3039,0,0,0
21-06-2020,Bihar,7533,52,5529,352,2,431
21-06-2020,Chandigarh,404,6,316,23,0,1
21-06-2020,Chhattisgarh,2041,11,1394,13,1,63
21-06-2020,Dadra and Nagar Haveli and Daman and Diu,68,0,26,6,0,12
21-06-2020,Delhi,56746,2112,31294,3630,77,7725
21-06-2020,Goa,754,0,129,29,0,11
21-06-2020,Gujarat,26680,1638,18694,539,20,535
21-06-2020,Haryana,10223,149,5128,480,5,239
21-06-2020,Himachal Pradesh,656,8,413,37,0,25
21-06-2020,Jammu and Kashmir,5834,81,3336,154,6,142
21-06-2020,Jharkhand,1965,11,1335,0,0,3
21-06-2020,Karnataka,8697,132,5391,416,8,181
21-06-2020,Kerala,3039,21,1568,127,0,57
21-06-2020,Ladakh,836,1,117,92,0,22
21-06-2020,Madhya Pradesh,11724,501,8880,142,6,132
21-06-2020,Maharashtra,128205,5984,64153,3874,91,1380
21-06-2020,Manipur,777,0,232,96,0,14
21-06-2020,Meghalaya,44,1,33,0,0,0
21-06-2020,Mizoram,140,0,9,10,0,8
21-06-2020,Nagaland,201,0,138,3,0,13
21-06-2020,Odisha,4856,12,3534,179,1,237
21-06-2020,Puducherry,286,7,118,0,0,0
21-06-2020,Punjab,3952,98,2678,120,6,42
21-06-2020,Rajasthan,14536,337,11274,380,4,277
21-06-2020,Sikkim,70,0,25,0,0,20
21-06-2020,Tamil Nadu,56845,704,31316,2396,38,1045
21-06-2020,Telangana,7072,203,3506,546,5,153
21-06-2020,Tripura,1186,1,680,8,0,23
21-06-2020,Uttar Pradesh,16594,507,9995,809,19,357
21-06-2020,Uttarakhand,2301,27,1450,124,1,17
21-06-2020,West Bengal,13531,540,7865,441,11,562
21-06-2020,,401334,13254,227756,15551,306,13925
22-06-2020,Andaman and Nicobar Islands,48,0,37,1,0,1
22-06-2020,Andhra Pradesh,8999,106,4331,547,5,220
22-06-2020,Arunachal Pradesh,135,0,15,0,0,1
22-06-2020,Assam,5388,9,3360,484,0,321
22-06-2020,Bihar,7612,53,5580,79,1,51
22-06-2020,Chandigarh,406,6,316,2,0,0
22-06-2020,Chhattisgarh,2275,11,1447,234,0,53
22-06-2020,Dadra and Nagar Haveli and Daman and Diu,88,0,26,20,0,0
22-06-2020,Delhi,59746,2175,33013,3000,63,1719
22-06-2020,Goa,754,0,129,0,0,0
22-06-2020,Gujarat,27260,1663,19349,580,25,655
22-06-2020,Haryana,10635,160,5557,412,11,429
22-06-2020,Himachal Pradesh,673,8,425,17,0,12
22-06-2020,Jammu and Kashmir,5956,82,3382,122,1,46
22-06-2020,Jharkhand,2073,11,1406,108,0,71
22-06-2020,Karnataka,9150,137,5618,453,5,227
22-06-2020,Kerala,3172,21,1661,133,0,93
22-06-2020,Ladakh,837,1,134,1,0,17
22-06-2020,Madhya Pradesh,11903,515,9015,179,14,135
22-06-2020,Maharashtra,132075,6170,65744,3870,186,1591
22-06-2020,Manipur,841,0,250,64,0,18
22-06-2020,Meghalaya,44,1,33,0,0,0
22-06-2020,Mizoram,141,0,9,1,0,0
22-06-2020,Nagaland,211,0,141,10,0,3
22-06-2020,Odisha,5160,14,3720,304,2,186
22-06-2020,Puducherry,366,8,140,80,1,22
22-06-2020,Punjab,4074,99,2700,122,1,22
22-06-2020,Rajasthan,14930,349,11597,394,12,323
22-06-2020,Sikkim,78,0,25,8,0,0
22-06-2020,Tamil Nadu,59377,757,32754,2532,53,1438
22-06-2020,Telangana,7802,210,3731,730,7,225
22-06-2020,Tripura,1221,1,759,35,0,79
22-06-2020,Uttar Pradesh,17731,550,10995,1137,43,1000
22-06-2020,Uttarakhand,2344,27,1500,43,0,50
22-06-2020,West Bengal,13945,555,8297,414,15,432
22-06-2020,,417450,13699,237196,16116,445,9440
23-06-2020,Andaman and Nicobar Islands,48,0,37,0,0,0
23-06-2020,Andhra Pradesh,9372,111,4495,373,5,164
23-06-2020,Arunachal Pradesh,139,0,21,4,0,6
23-06-2020,Assam,5586,9,3521,198,0,161
23-06-2020,Bihar,7825,55,5781,213,2,201
23-06-2020,Chandigarh,411,6,322,5,0,6
23-06-2020,Chhattisgarh,2303,12,1513,28,1,66
23-06-2020,Dadra and Nagar Haveli and Daman and Diu,91,0,27,3,0,1
23-06-2020,Delhi,62655,2233,36602,2909,58,3589
23-06-2020,Goa,864,1,152,110,1,23
23-06-2020,Gujarat,27825,1684,19909,565,21,560
23-06-2020,Haryana,11025,169,5916,390,9,359
23-06-2020,Himachal Pradesh,727,8,437,54,0,12
23-06-2020,Jammu and Kashmir,6088,85,3531,132,3,149
23-06-2020,Jharkhand,2137,11,1469,64,0,63
23-06-2020,Karnataka,9399,142,5730,249,5,112
23-06-2020,Kerala,3310,21,1749,138,0,88
23-06-2020,Ladakh,847,1,136,10,0,2
23-06-2020,Madhya Pradesh,12078,521,9215,175,6,200
23-06-2020,Maharashtra,135796,6283,67706,3721,113,1962
23-06-2020,Manipur,898,0,250,57,0,0
23-06-2020,Meghalaya,44,1,37,0,0,4
23-06-2020,Mizoram,141,0,9,0,0,0
23-06-2020,Nagaland,280,0,141,69,0,0
23-06-2020,Odisha,5303,15,3863,143,1,143
23-06-2020,Puducherry,383,8,149,17,0,9
23-06-2020,Punjab,4235,101,2825,161,2,125
23-06-2020,Rajasthan,15232,356,11910,302,7,313
23-06-2020,Sikkim,78,0,29,0,0,4
23-06-2020,Tamil Nadu,62087,794,34112,2710,37,1358
23-06-2020,Telangana,8674,217,4005,872,7,274
23-06-2020,Tripura,1237,1,782,16,0,23
23-06-2020,Uttar Pradesh,18322,569,11601,591,19,606
23-06-2020,Uttarakhand,2402,28,1521,58,1,21
23-06-2020,West Bengal,14358,569,8687,413,14,390
23-06-2020,,432200,14011,248190,14750,312,10994
24-06-2020,Andaman and Nicobar Islands,50,0,40,2,0,3
24-06-2020,Andhra Pradesh,10002,119,4599,630,8,104
24-06-2020,Arunachal Pradesh,148,0,22,9,0,1
24-06-2020,Assam,5831,9,3762,245,0,241
24-06-2020,Bihar,8153,56,6104,328,1,323
24-06-2020,Chandigarh,418,6,322,7,0,0
24-06-2020,Chhattisgarh,2362,12,1553,59,0,40
24-06-2020,Dadra and Nagar Haveli and Daman and Diu,120,0,29,29,0,2
24-06-2020,Delhi,66602,2301,39313,3947,68,2711
24-06-2020,Goa,909,1,205,45,0,53
24-06-2020,Gujarat,28371,1710,20513,546,26,604
24-06-2020,Haryana,11520,178,6498,495,9,582
24-06-2020,Himachal Pradesh,775,8,443,48,0,6
24-06-2020,Jammu and Kashmir,6236,87,3642,148,2,111
24-06-2020,Jharkhand,2185,11,1520,48,0,51
24-06-2020,Karnataka,9721,150,6004,322,8,274
24-06-2020,Kerala,3451,22,1809,141,1,60
24-06-2020,Ladakh,932,1,148,85,0,12
24-06-2020,Madhya Pradesh,12261,525,9335,183,4,120
24-06-2020,Maharashtra,139010,6531,69631,3214,248,1925
24-06-2020,Manipur,921,0,258,23,0,8
24-06-2020,Meghalaya,46,1,37,2,0,0
24-06-2020,Mizoram,142,0,9,1,0,0
24-06-2020,Nagaland,330,0,141,50,0,0
24-06-2020,Odisha,5470,17,3988,167,2,125
24-06-2020,Puducherry,402,9,165,19,1,16
24-06-2020,Punjab,4397,105,3047,162,4,222
24-06-2020,Rajasthan,15627,365,12213,395,9,303
24-06-2020,Sikkim,79,0,29,1,0,0
24-06-2020,Tamil Nadu,64603,833,35339,2516,39,1227
24-06-2020,Telangana,9553,220,4224,879,3,219
24-06-2020,Tripura,1259,1,807,22,0,25
24-06-2020,Uttar Pradesh,18893,588,12116,571,19,515
24-06-2020,Uttarakhand,2535,30,1602,133,2,81
24-06-2020,West Bengal,14728,580,9218,370,11,531
24-06-2020,,448042,14476,258685,15842,465,10495
25-06-2020,Andaman and Nicobar Islands,56,0,43,6,0,3
25-06-2020,Andhra Pradesh,10331,124,4779,329,5,180
25-06-2020,Arunachal Pradesh,158,0,38,10,0,16
25-06-2020,Assam,6198,9,3958,367,0,196
25-06-2020,Bihar,8209,57,6113,56,1,9
25-06-2020,Chandigarh,420,6,323,2,0,1
25-06-2020,Chhattisgarh,2419,12,1627,57,0,74
25-06-2020,Dadra and Nagar Haveli and Daman and Diu,120,0,30,0,0,1
25-06-2020,Delhi,70390,2365,41437,3788,64,2124
25-06-2020,Goa,951,2,289,42,1,84
25-06-2020,Gujarat,28943,1735,21088,572,25,575
25-06-2020,Haryana,12010,188,6925,490,10,427
25-06-2020,Himachal Pradesh,806,8,466,31,0,23
25-06-2020,Jammu and Kashmir,6422,88,3818,186,1,176
25-06-2020,Jharkhand,2207,11,1570,22,0,50
25-06-2020,Karnataka,10118,164,6151,397,14,147
25-06-2020,Kerala,3603,22,1888,152,0,79
25-06-2020,Ladakh,941,1,274,9,0,126
25-06-2020,Madhya Pradesh,12448,534,9473,187,9,138
25-06-2020,Maharashtra,142900,6739,73792,3890,208,4161
25-06-2020,Manipur,970,0,328,49,0,70
25-06-2020,Meghalaya,46,1,42,0,0,5
25-06-2020,Mizoram,142,0,19,0,0,10
25-06-2020,Nagaland,347,0,148,17,0,7
25-06-2020,Odisha,5752,17,4123,282,0,135
25-06-2020,Puducherry,461,9,176,59,0,11
25-06-2020,Punjab,4627,113,3099,230,8,52
25-06-2020,Rajasthan,16009,375,12611,382,10,398
25-06-2020,Sikkim,84,0,39,5,0,10
25-06-2020,Tamil Nadu,67468,866,37763,2865,33,2424
25-06-2020,Telangana,10444,225,4361,891,5,137
25-06-2020,Tripura,1259,1,897,0,0,90
25-06-2020,Uttar Pradesh,19557,596,12586,664,8,470
25-06-2020,Uttarakhand,2623,35,1721,88,5,119
25-06-2020,West Bengal,15173,591,9702,445,11,484
25-06-2020,,464612,14894,271697,16570,418,13012
27-06-2020,Andaman and Nicobar Islands,72,0,43,16,0,0
27-06-2020,Andhra Pradesh,11489,148,5196,1158,24,417
27-06-2020,Arunachal Pradesh,172,1,42,14,1,4
27-06-2020,Assam,6607,9,4259,409,0,301
27-06-2020,Bihar,8716,58,6762,507,1,649
27-06-2020,Chandigarh,425,6,335,5,0,12
27-06-2020,Chhattisgarh,2545,13,1914,126,1,287
27-06-2020,Dadra and Nagar Haveli and Daman and Diu,163,0,41,43,0,11
27-06-2020,Delhi,77240,2492,47091,6850,127,5654
27-06-2020,Goa,1039,2,370,88,0,81
27-06-2020,Gujarat,30095,1771,22030,1152,36,942
27-06-2020,Haryana,12884,211,8016,874,23,1091
27-06-2020,Himachal Pradesh,864,9,502,58,1,36
27-06-2020,Jammu and Kashmir,6762,91,4080,340,3,262
27-06-2020,Jharkhand,2290,12,1643,83,1,73
27-06-2020,Karnataka,11005,180,6916,887,16,765
27-06-2020,Kerala,3876,22,2008,273,0,120
27-06-2020,Ladakh,946,1,358,5,0,84
27-06-2020,Madhya Pradesh,12798,546,9804,350,12,331
27-06-2020,Maharashtra,152765,7106,79815,9865,367,6023
27-06-2020,Manipur,1075,0,393,105,0,65
27-06-2020,Meghalaya,47,1,42,1,0,0
27-06-2020,Mizoram,145,0,30,3,0,11
27-06-2020,Nagaland,371,0,162,24,0,14
27-06-2020,Odisha,6180,17,4422,428,0,299
27-06-2020,Puducherry,502,9,187,41,0,11
27-06-2020,Punjab,4957,122,3201,330,9,102
27-06-2020,Rajasthan,16660,380,13062,651,5,451
27-06-2020,Sikkim,86,0,39,2,0,0
27-06-2020,Tamil Nadu,74622,957,41357,7154,91,3594
27-06-2020,Telangana,12349,237,4766,1905,12,405
27-06-2020,Tripura,1325,1,1055,66,0,158
27-06-2020,Uttar Pradesh,20943,630,13583,1386,34,997
27-06-2020,Uttarakhand,2725,37,1822,102,2,101
27-06-2020,West Bengal,16190,616,10535,1017,25,833
27-06-2020,,500930,15685,295881,36318,791,24184
28-06-2020,Andaman and Nicobar Islands,72,0,43,0,0,0
28-06-2020,Andhra Pradesh,12285,157,5480,796,9,284
28-06-2020,Arunachal Pradesh,177,1,54,5,0,12
28-06-2020,Assam,6816,9,4500,209,0,241
28-06-2020,Bihar,8931,59,6843,215,1,81
28-06-2020,Chandigarh,428,6,335,3,0,0
28-06-2020,Chhattisgarh,2545,13,1914,0,0,0
28-06-2020,Dadra and Nagar Haveli and Daman and Diu,177,0,55,14,0,14
28-06-2020,Delhi,80188,2558,49301,2948,66,2210
28-06-2020,Goa,1128,2,420,89,0,50
28-06-2020,Gujarat,30709,1789,22409,614,18,379
28-06-2020,Haryana,13427,218,8472,543,7,456
28-06-2020,Himachal Pradesh,894,9,509,30,0,7
28-06-2020,Jammu and Kashmir,6966,93,4225,204,2,145
28-06-2020,Jharkhand,2339,12,1724,49,0,81
28-06-2020,Karnataka,11923,191,7287,918,11,371
28-06-2020,Kerala,4071,22,2110,195,0,102
28-06-2020,Ladakh,960,1,554,14,0,196
28-06-2020,Madhya Pradesh,12965,550,9971,167,4,167
28-06-2020,Maharashtra,159133,7273,84245,6368,167,4430
28-06-2020,Manipur,1092,0,432,17,0,39
28-06-2020,Meghalaya,47,1,42,0,0,0
28-06-2020,Mizoram,148,0,55,3,0,25
28-06-2020,Nagaland,387,0,164,16,0,2
28-06-2020,Odisha,6350,18,4606,170,1,184
28-06-2020,Puducherry,619,10,221,117,1,34
28-06-2020,Punjab,5056,128,3320,99,6,119
28-06-2020,Rajasthan,16944,391,13367,284,11,305
28-06-2020,Sikkim,87,0,46,1,0,7
28-06-2020,Tamil Nadu,78335,1025,44094,3713,68,2737
28-06-2020,Telangana,13436,243,4928,1087,6,162
28-06-2020,Tripura,1334,1,1071,9,0,16
28-06-2020,Uttar Pradesh,21549,649,14215,606,19,632
28-06-2020,Uttarakhand,2791,37,1912,66,0,90
28-06-2020,West Bengal,16711,629,10789,521,13,254
28-06-2020,,521020,16095,309713,20090,410,13832
29-06-2020,Andaman and Nicobar Islands,76,0,45,4,0,2
29-06-2020,Andhra Pradesh,13241,169,5908,956,12,428
29-06-2020,Arunachal Pradesh,182,1,60,5,0,6
29-06-2020,Assam,7206,10,5088,390,1,588
29-06-2020,Bihar,9212,60,7118,281,1,275
29-06-2020,Chandigarh,429,6,336,1,0,1
29-06-2020,Chhattisgarh,2662,13,2091,117,0,177
29-06-2020,Dadra and Nagar Haveli and Daman and Diu,178,0,60,1,0,5
29-06-2020,Delhi,83077,2623,52607,2889,65,3306
29-06-2020,Goa,1198,3,478,70,1,58
29-06-2020,Gujarat,31320,1808,22800,611,19,391
29-06-2020,Haryana,13829,223,8917,402,5,445
29-06-2020,Himachal Pradesh,916,9,529,22,0,20
29-06-2020,Jammu and Kashmir,7093,94,4316,127,1,91
29-06-2020,Jharkhand,2364,12,1793,25,0,69
29-06-2020,Karnataka,13190,207,7507,1267,16,220
29-06-2020,Kerala,4189,22,2152,118,0,42
29-06-2020,Ladakh,963,1,586,3,0,32
29-06-2020,Madhya Pradesh,13186,557,10084,221,7,113
29-06-2020,Maharashtra,164626,7429,86575,5493,156,2330
29-06-2020,Manipur,1185,0,455,93,0,23
29-06-2020,Meghalaya,47,1,42,0,0,0
29-06-2020,Mizoram,148,0,55,0,0,0
29-06-2020,Nagaland,415,0,164,28,0,0
29-06-2020,Odisha,6614,21,4743,264,3,137
29-06-2020,Puducherry,619,10,221,0,0,0
29-06-2020,Punjab,5216,133,3526,160,5,206
29-06-2020,Rajasthan,17271,399,13611,327,8,244
29-06-2020,Sikkim,88,0,49,1,0,3
29-06-2020,Tamil Nadu,82275,1079,45537,3940,54,1443
29-06-2020,Telangana,14419,247,5172,983,4,244
29-06-2020,Tripura,1346,1,1079,12,0,8
29-06-2020,Uttar Pradesh,22147,660,14808,598,11,593
29-06-2020,Uttarakhand,2823,38,2018,32,1,106
29-06-2020,West Bengal,17283,639,11193,572,10,404
29-06-2020,,541033,16475,321723,20013,380,12010
30-06-2020,Andaman and Nicobar Islands,90,0,46,14,0,1
30-06-2020,Andhra Pradesh,13891,180,6232,650,11,324
30-06-2020,Arunachal Pradesh,187,1,61,5,0,1
30-06-2020,Assam,7752,11,5333,546,1,245
30-06-2020,Bihar,9640,62,7390,428,2,272
30-06-2020,Chandigarh,435,6,349,6,0,13
30-06-2020,Chhattisgarh,2761,13,2173,99,0,82
30-06-2020,Dadra and Nagar Haveli and Daman and Diu,203,0,77,25,0,17
30-06-2020,Delhi,85161,2680,56235,2084,57,3628
30-06-2020,Goa,1198,3,478,0,0,0
30-06-2020,Gujarat,31938,1827,23240,618,19,440
30-06-2020,Haryana,14210,232,9502,381,9,585
30-06-2020,Himachal Pradesh,942,9,556,26,0,27
30-06-2020,Jammu and Kashmir,7237,95,4585,144,1,269
30-06-2020,Jharkhand,2426,15,1845,62,3,52
30-06-2020,Karnataka,14295,226,7683,1105,19,176
30-06-2020,Kerala,4189,22,2152,0,0,0
30-06-2020,Ladakh,964,1,616,1,0,30
30-06-2020,Madhya Pradesh,13370,564,10199,184,7,115
30-06-2020,Maharashtra,169883,7610,88960,5257,181,2385
30-06-2020,Manipur,1227,0,494,42,0,39
30-06-2020,Meghalaya,47,1,42,0,0,0
30-06-2020,Mizoram,148,0,55,0,0,0
30-06-2020,Nagaland,434,0,168,19,0,4
30-06-2020,Odisha,6859,23,4946,245,2,203
30-06-2020,Puducherry,619,10,221,0,0,0
30-06-2020,Punjab,5418,138,3764,202,5,238
30-06-2020,Rajasthan,17660,405,13618,389,6,7
30-06-2020,Sikkim,88,0,50,0,0,1
30-06-2020,Tamil Nadu,86224,1141,47749,3949,62,2212
30-06-2020,Telangana,15394,253,5582,975,6,410
30-06-2020,Tripura,1380,1,1085,34,0,6
30-06-2020,Uttar Pradesh,22828,672,15506,681,12,698
30-06-2020,Uttarakhand,2831,39,2111,8,1,93
30-06-2020,West Bengal,17907,653,11719,624,14,526
30-06-2020,,559836,16893,334822,18803,418,13099
02-07-2020,Andaman and Nicobar Islands,100,0,50,10,0,4
02-07-2020,Andhra Pradesh,15252,193,6988,1361,13,756
02-07-2020,Arunachal Pradesh,195,1,66,8,0,5
02-07-2020,Assam,8582,12,5851,830,1,518
02-07-2020,Bihar,10249,70,7946,609,8,556
02-07-2020,Chandigarh,446,6,367,11,0,18
02-07-2020,Chhattisgarh,2940,14,2303,179,1,130
02-07-2020,Dadra and Nagar Haveli and Daman and Diu,215,0,86,12,0,9
02-07-2020,Delhi,89802,2803,59992,4641,123,3757
02-07-2020,Goa,1387,4,670,189,1,192
02-07-2020,Gujarat,33232,1867,24030,1294,40,790
02-07-2020,Haryana,14941,240,10499,731,8,997
02-07-2020,Himachal Pradesh,979,10,614,37,1,58
02-07-2020,Jammu and Kashmir,7695,105,4856,458,10,271
02-07-2020,Jharkhand,2521,15,1931,95,0,86
02-07-2020,Karnataka,16514,253,8063,2219,27,380
02-07-2020,Kerala,4593,24,2439,404,2,287
02-07-2020,Ladakh,990,1,694,26,0,78
02-07-2020,Madhya Pradesh,13861,581,10655,491,17,456
02-07-2020,Maharashtra,180298,8053,93154,10415,443,4194
02-07-2020,Manipur,1260,0,579,33,0,85
02-07-2020,Meghalaya,52,1,42,5,0,0
02-07-2020,Mizoram,160,0,123,12,0,68
02-07-2020,Nagaland,459,0,168,25,0,0
02-07-2020,Odisha,7316,25,5353,457,2,407
02-07-2020,Puducherry,714,12,272,95,2,51
02-07-2020,Punjab,5668,149,3867,250,11,103
02-07-2020,Rajasthan,18312,421,14574,652,16,956
02-07-2020,Sikkim,101,0,53,13,0,3
02-07-2020,Tamil Nadu,94049,1264,52926,7825,123,5177
02-07-2020,Telangana,17357,267,8082,1963,14,2500
02-07-2020,Tripura,1396,1,1093,16,0,8
02-07-2020,Uttar Pradesh,24056,718,16629,1228,46,1123
02-07-2020,Uttarakhand,2947,41,2317,116,2,206
02-07-2020,West Bengal,19170,683,12528,1263,30,809
02-07-2020,,597809,17834,359860,37973,941,25038
03-07-2020,Andaman and Nicobar Islands,109,0,51,9,0,1
03-07-2020,Andhra Pradesh,16097,198,7313,845,5,325
03-07-2020,Arunachal Pradesh,195,1,66,0,0,0
03-07-2020,Assam,9013,12,6106,431,0,255
03-07-2020,Bihar,10471,77,8020,222,7,74
03-07-2020,Chandigarh,450,6,389,4,0,22
03-07-2020,Chhattisgarh,3013,14,2385,73,0,82
03-07-2020,Dadra and Nagar Haveli and Daman and Diu,230,0,89,15,0,3
03-07-2020,Delhi,92175,2864,63007,2373,61,3015
03-07-2020,Goa,1482,4,734,95,0,64
03-07-2020,Gujarat,33913,1886,24593,681,19,563
03-07-2020,Haryana,15509,251,11019,568,11,520
03-07-2020,Himachal Pradesh,1014,10,628,35,0,14
03-07-2020,Jammu and Kashmir,7849,115,4974,154,10,118
03-07-2020,Jharkhand,2584,15,1983,63,0,52
03-07-2020,Karnataka,18016,272,8334,1502,19,271
03-07-2020,Kerala,4753,25,2640,160,1,201
03-07-2020,Ladakh,990,1,730,0,0,36
03-07-2020,Madhya Pradesh,14106,589,10815,245,8,160
03-07-2020,Maharashtra,186626,8178,101172,6328,125,8018
03-07-2020,Manipur,1279,0,617,19,0,38
